,ID,Name,Age,Nationality,Club,Value,Wage,Preferred Foot,Joined,
3080,212424,W. Trapp,25,United States,Columbus Crew SC,€4.3M,€6K,Right,"Dec 1, 2012",
3081,243656,N. Radonjić,22,Serbia,Olympique de Marseille,€5.5M,€31K,Right,"Aug 30, 2018",
3082,188616,M. Sau,30,Italy,Cagliari,€3.9M,€27K,Right,"Jul 1, 2007",
3083,190664,J. Schieber,29,Germany,FC Augsburg,€4M,€22K,Left,"Jul 1, 2018",
3084,191688,Botía,29,Spain,Al Hilal,€3.1M,€28K,Right,"Jul 1, 2018",
3085,221641,W. Kanon,24,Ivory Coast,ADO Den Haag,€4.4M,€7K,Left,"Sep 2, 2013",
3086,229321,Amilton,28,Brazil,CD Aves,€4M,€12K,Right,"Jul 17, 2017",
3087,232905,J. Ito,25,Japan,Kashiwa Reysol,€4.9M,€9K,Right,"Jan 8, 2016",
3088,204234,Edgar Badía,26,Spain,CF Reus Deportiu,€3.6M,€6K,Right,"Jan 1, 2016",
3089,18122,N. Penneteau,37,France,Sporting de Charleroi,€270K,€6K,Left,"Aug 7, 2014",
3090,211147,V. Lazaro,22,Austria,Hertha BSC,€4.5M,€17K,Right,"Nov 16, 2017",
3091,189899,V. Wormgoor,29,Netherlands,SK Brann,€3.1M,€5K,Right,"Jan 1, 2017",
3092,215245,A. Hunou,24,France,Stade Rennais FC,€5.5M,€21K,Right,"Jul 1, 2013",
3093,226765,L. Gamba,31,Argentina,Club Atlético Huracán,€3.6M,€15K,Right,"Jul 23, 2018",
3094,227789,Kim Seung Joon,23,Korea Republic,Ulsan Hyundai FC,€4.9M,€7K,Right,"Jan 1, 2015",
3095,192205,R. Krhin,28,Slovenia,FC Nantes,€3.2M,€19K,Right,"Jul 1, 2018",
3096,174542,J. Herrera,37,Chile,Universidad de Chile,€270K,€5K,Right,"Jan 1, 2011",
3097,200911,B. Stancu,31,Romania,Bursaspor,€3.6M,€16K,Right,"Jan 18, 2017",
3098,224719,A. Tashaev,24,Russia,Spartak Moscow,€5M,€1K,Right,"Jul 24, 2018",
3099,190671,M. Frantz,31,Germany,SC Freiburg,€3.4M,€20K,Left,"Jul 1, 2014",
3100,206544,R. Bezus,27,Ukraine,Sint-Truidense VV,€4.2M,€11K,Right,"Jul 12, 2016",
3101,155344,Shin Hwa Yong,35,Korea Republic,Suwon Samsung Bluewings,€950K,€4K,Right,"Jan 11, 2017",
3102,181456,R. Genevois,30,Haiti,Stade Malherbe Caen,€3M,€17K,Right,"Jul 8, 2016",
3103,229585,M. Degenek,24,Australia,,€0,€0,Right,,
3104,230353,Oswaldito Cuba,34,Brazil,Chapecoense,€1.1M,€13K,Left,"Jan 1, 2018",
3105,215250,C. Rigamonti,31,Argentina,Belgrano de Córdoba,€2.4M,€10K,Right,"Jul 1, 2007",
3106,188370,Wallace,30,Brazil,Göztepe SK,€3M,€18K,Right,"Jan 31, 2018",
3107,189650,J. Kovařík,30,Czech Republic,Viktoria Plzeň,€3.8M,€1K,Left,"Jan 14, 2013",
3108,236499,Douglas Luiz,20,Brazil,Girona FC,€6.5M,€55K,Right,,
3109,181459,V. Torosidis,33,Greece,Olympiacos CFP,€1.5M,€1K,Right,"Jul 28, 2018",
3110,198868,N. Isimat-Mirin,26,France,PSV,€3.9M,€12K,Right,"Jul 1, 2015",
3111,205524,Rúben Ferreira,28,Portugal,Clube Sport Marítimo,€3.2M,€9K,Left,"Jan 8, 2018",
3112,216020,L. Gil,27,Argentina,Rosario Central,€3.8M,€13K,Left,"Jul 29, 2017",
3113,226773,P. Diop,20,Spain,Olympique Lyonnais,€7M,€31K,Right,"Aug 29, 2017",
3114,228821,Z. Machach,22,France,Carpi,€5.5M,€36K,Right,,
3115,204246,M. Bettinelli,26,England,Fulham,€3.6M,€30K,Right,"Feb 1, 2011",
3116,231638,A. Peñaranda,21,Venezuela,Watford,€6M,€32K,Right,"Feb 1, 2016",
3117,204247,K. Frei,24,Turkey,Medipol Başakşehir FK,€5M,€17K,Right,"Jul 21, 2017",
3118,208088,Sergi Samper,23,Spain,FC Barcelona,€4.8M,€69K,Right,"Jul 1, 2016",
3119,228312,R. Lod,25,Finland,Real Sporting de Gijón,€5M,€9K,Left,"Jul 24, 2018",
3120,183256,H. Saivet,27,Senegal,Bursaspor,€4.1M,€36K,Right,,
3121,197081,A. Regattin,26,Morocco,Akhisar Belediyespor,€4.3M,€15K,Right,"Aug 31, 2018",
3122,230361,Mauro Cildinho,34,Brazil,Sport Club do Recife,€1.1M,€13K,Right,"Jan 1, 2018",
3123,210394,J. Ikoko,24,DR Congo,En Avant de Guingamp,€4.5M,€15K,Right,"Jul 3, 2016",
3124,199387,P. Chavarría,30,Argentina,Stade de Reims,€3.9M,€17K,Right,"Jul 13, 2016",
3125,183774,R. Bennett,28,England,Wolverhampton Wanderers,€3.2M,€46K,Right,"Jul 1, 2017",
3126,190942,K. Hansen,29,Denmark,FC Midtjylland,€3.1M,€18K,Right,"Jul 2, 2015",
3127,196318,S. Gürler,26,Turkey,SD Huesca,€4.3M,€19K,Right,"Aug 7, 2018",
3128,7647,D. Dainelli,39,Italy,Livorno,€270K,€2K,Right,"Jul 16, 2018",
3129,208607,M. Mantovani,33,Argentina,UD Las Palmas,€1.6M,€9K,Right,"Jul 2, 2018",
3130,221919,A. Zeneli,23,Kosovo,SC Heerenveen,€5M,€8K,Right,"Jan 1, 2016",
3131,231391,João Carvalho,21,Portugal,Nottingham Forest,€6M,€28K,Right,"Jul 1, 2018",
3132,183519,N. Barazite,28,Netherlands,Yeni Malatyaspor,€4M,€13K,Right,"Jul 19, 2017",
3133,199392,M. Aguirregaray,29,Uruguay,Al Fateh,€3M,€22K,Right,"Aug 11, 2018",
3134,214497,A. Ricaurte,26,Colombia,Independiente Medellín,€4M,€4K,Left,"Dec 20, 2017",
3135,169697,D. Randolph,31,Republic of Ireland,Middlesbrough,€2.4M,€31K,Right,"Jul 22, 2017",
3136,168930,Omar Ramos,30,Spain,Real Oviedo,€3.8M,€10K,Left,"Dec 4, 2018",
3137,190947,D. Jensen,26,Denmark,FC Utrecht,€3.5M,€11K,Right,"Jul 28, 2016",
3138,225252,J. Duque,26,Colombia,Millonarios FC,€4.3M,€4K,Right,"Dec 21, 2016",
3139,234468,E. Reynoso,22,Argentina,Boca Juniors,€5.5M,€16K,Left,"Jan 27, 2018",
3140,218341,J. Elez,24,Croatia,Hannover 96,€4.4M,€20K,Right,"Jul 1, 2018",
3141,142822,J. Gutiérrez,34,Argentina,Defensa y Justicia,€1.9M,€12K,Right,"Jul 23, 2018",
3142,177126,M. Leye,35,Senegal,Royal Excel Mouscron,€1.8M,€9K,Right,"Aug 29, 2018",
3143,186598,K. Naughton,29,England,Swansea City,€3M,€22K,Right,"Jan 22, 2015",
3144,203239,Caio Secco,27,Brazil,CD Feirense,€3.2M,€8K,Right,"Aug 1, 2017",
3145,215015,B. Bianchi,29,Argentina,Atlético Tucumán,€3.1M,€10K,Right,"Jul 17, 2013",
3146,236007,E. Barco,19,Argentina,Atlanta United,€8.5M,€4K,Right,"Feb 7, 2018",
3147,204776,T. Leistner,27,Germany,Queens Park Rangers,€3.8M,€9K,Right,"Jul 1, 2018",
3148,211176,R. Kishna,23,Netherlands,ADO Den Haag,€5M,€32K,Left,,
3149,213480,F. Bachirou,28,Comoros,Malmö FF,€4M,€7K,Right,"Jan 9, 2018",
3150,239593,K. Rezaei,26,Iran,Club Brugge KV,€4.9M,€20K,Right,"Aug 22, 2018",
3151,181481,D. Vukovic,33,Australia,KRC Genk,€2M,€10K,Right,"Jul 1, 2017",
3152,193001,R. Nouri,33,France,AC Ajaccio,€2.4M,€7K,Right,"Jul 1, 2015",
3153,219626,J. Gómez,24,Argentina,Club Atlético Lanús,€4.5M,€12K,Right,"Aug 24, 2017",
3154,156650,Y. Gouffran,32,France,Göztepe SK,€3.1M,€20K,Right,"Jul 17, 2017",
3155,223978,Manu García,20,Spain,Toulouse Football Club,€7M,€55K,Right,,
3156,189930,I. Köybaşı,28,Turkey,Fenerbahçe SK,€3.2M,€43K,Left,"Jul 13, 2016",
3157,192490,Juan Villar,30,Spain,CA Osasuna,€3.8M,€9K,Right,"Jul 27, 2018",
3158,226539,Y. Namli,24,Denmark,PEC Zwolle,€5M,€8K,Left,"Jul 1, 2017",
3159,237291,G. Blanco,26,Argentina,Málaga CF,€4.8M,€10K,Right,"Jan 31, 2017",
3160,176619,A. Ramos,32,Colombia,Granada CF,€3.2M,€10K,Right,,
3161,181483,M. Jedinák,33,Australia,Aston Villa,€1.6M,€15K,Right,"Aug 17, 2016",
3162,186347,M. Rybus,28,Poland,Lokomotiv Moscow,€3.2M,€1K,Left,"Jul 20, 2017",
3163,158956,J. Barroso,33,Argentina,Colo-Colo,€1.6M,€7K,Right,"Dec 25, 2013",
3164,199661,A. Cohen,29,Israel,FC Ingolstadt 04,€3.1M,€20K,Right,"Jul 30, 2013",
3165,200429,B. Raman,23,Belgium,Fortuna Düsseldorf,€5.5M,€20K,Right,"Mar 20, 2018",
3166,155885,A. McGeady,32,Republic of Ireland,Sunderland,€3.1M,€13K,Right,"Jul 13, 2017",
3167,203502,B. Reid,25,England,Cardiff City,€5.5M,€37K,Right,"Jun 28, 2018",
3168,204526,Hervías,25,Spain,SD Eibar,€5M,€17K,Right,"Jul 12, 2017",
3169,143598,L. Pocrnjic,36,Argentina,Club Atlético Aldosivi,€550K,€5K,Right,"Jul 23, 2018",
3170,221422,S. Ingason,24,Iceland,,€0,€0,Right,,
3171,188654,T. Heurtaux,29,France,MKE Ankaragücü,€3.1M,€17K,Right,"Aug 20, 2018",
3172,201967,G. Wikheim,25,Norway,FC Midtjylland,€5M,€20K,Right,"Jan 1, 2016",
3173,220655,Valdivia,23,Brazil,Al Ittihad,€5.5M,€18K,Right,,
3174,236527,S. Cáseres,21,Argentina,Villarreal CF,€5.5M,€15K,Left,"Jul 17, 2018",
3175,189167,A. Gunnarsson,29,Iceland,Cardiff City,€3.1M,€34K,Right,"Jul 9, 2011",
3176,200433,L. Hinterseer,27,Austria,VfL Bochum 1848,€4.7M,€17K,Right,"Jul 1, 2017",
3177,206577,S. Peeters,26,Belgium,Stade Malherbe Caen,€4.9M,€19K,Left,"Jul 1, 2017",
3178,226289,U. Agbo,22,Nigeria,Standard de Liège,€4.8M,€11K,Right,"Jul 11, 2018",
3179,224242,D. Luckassen,22,Netherlands,Hertha BSC,€4.4M,€10K,Right,,
3180,236786,M. Terrier,21,France,Olympique Lyonnais,€6.5M,€35K,Right,"Jan 1, 2018",
3181,222707,Marcos Guilherme,22,Brazil,Al Wehda,€5.5M,€18K,Right,"Jul 1, 2018",
3182,226803,T. Parker,25,United States,New York Red Bulls,€4.5M,€6K,Right,"Mar 2, 2018",
3183,230899,A. Lookman,20,England,Everton,€7M,€46K,Right,"Jan 5, 2017",
3184,172019,P. Mouche,30,Argentina,San Lorenzo de Almagro,€3.8M,€17K,Left,"Jul 1, 2018",
3185,137460,A. Rosina,34,Italy,US Salernitana 1919,€2M,€5K,Left,"Aug 18, 2016",
3186,183540,B. Bannan,28,Scotland,Sheffield Wednesday,€4M,€24K,Left,"Aug 31, 2015",
3187,230389,Édundo Oliveira,26,Brazil,Cruzeiro,€3.5M,€21K,Right,"Jan 1, 2018",
3188,200438,Guilherme,27,Brazil,Yeni Malatyaspor,€4.2M,€5K,Left,,
3189,212214,A. Solari,26,Argentina,Racing Club,€4.7M,€17K,Right,"Jul 15, 2017",
3190,234742,H. Barnes,20,England,West Bromwich Albion,€7M,€34K,Right,,
3191,244470,V. Coufal,25,Czech Republic,SK Slavia Praha,€4.1M,€1K,Right,"Jul 1, 2018",
3192,186614,S. Di Carmine,29,Italy,Hellas Verona,€4M,€5K,Right,,
3193,226807,C. Roldan,23,United States,Seattle Sounders FC,€4.7M,€6K,Right,"Jan 15, 2015",
3194,183287,F. Lemoine,31,France,FC Lorient,€2.7M,€8K,Right,"Jul 18, 2017",
3195,184823,Djalma,31,Angola,Alanyaspor,€3.5M,€13K,Right,"Jul 1, 2018",
3196,231416,D. Lukebakio,20,Belgium,Fortuna Düsseldorf,€6M,€29K,Left,,
3197,183288,Y. Benalouane,31,Tunisia,Leicester City,€2.7M,€42K,Right,"Aug 3, 2015",
3198,158969,L. Pisculichi,34,Argentina,Argentinos Juniors,€2M,€12K,Left,"Aug 7, 2017",
3199,164857,Edinho,35,Portugal,CD Feirense,€1.8M,€9K,Right,"Jul 1, 2018",
3200,230393,Paolito Serra,26,Brazil,Botafogo,€3.5M,€17K,Right,"Jan 1, 2018",
3201,189177,J. Fleck,26,Scotland,Sheffield United,€4.6M,€12K,Left,"Jul 9, 2016",
3202,235002,L. Rosić,25,Serbia,SC Braga,€4.5M,€10K,Right,"Jul 6, 2016",
3203,226811,F. Soldano,23,Argentina,Unión de Santa Fe,€5.5M,€12K,Right,"Aug 1, 2014",
3204,190459,A. Hansen,28,Norway,Rosenborg BK,€3.3M,€6K,Right,"Jan 1, 2015",
3205,217085,V. García,24,Venezuela,Vitória Guimarães,€4.5M,€7K,Right,"Aug 28, 2017",
3206,218621,F. Sánchez,28,Argentina,Estudiantes de La Plata,€3.2M,€14K,Right,"Jan 4, 2016",
3207,188413,C. Carmona,31,Chile,Colo-Colo,€2.7M,€7K,Right,"Jan 31, 2018",
3208,190461,B. Sigurðarson,27,Iceland,,€0,€0,Right,,
3209,204542,Y. Yotún,28,Peru,Orlando City SC,€4M,€8K,Left,"Aug 4, 2017",
3210,212478,G. Zardes,26,United States,Columbus Crew SC,€4.8M,€8K,Right,"Feb 7, 2018",
3211,160766,J. Ménez,31,France,Club América,€3.6M,€48K,Right,"Jan 6, 2018",
3212,193535,S. Prediger,31,Argentina,Club Atlético Tigre,€2.7M,€12K,Right,"Jan 10, 2018",
3213,207616,A. Webster,23,England,Bristol City,€3.5M,€23K,Right,"Jun 28, 2018",
3214,142592,I. Damonte,36,Argentina,Club Atlético Huracán,€975K,€9K,Right,"Jan 18, 2018",
3215,230144,A. Dioussé,20,Senegal,AS Saint-Étienne,€4M,€14K,Left,"Aug 1, 2017",
3216,188930,Laure,33,Spain,AD Alcorcón,€1.2M,€7K,Right,"Jul 5, 2017",
3217,210947,N. Karelis,26,Greece,PAOK,€3.9M,€1K,Left,"Jan 12, 2016",
3218,146947,Vesga,25,Spain,CD Leganés,€3.5M,€14K,Left,,
3219,233219,V. Jovanović,22,Serbia,FC Girondins de Bordeaux,€3.6M,€21K,Left,"Jul 14, 2017",
3220,240899,J. Filipović,25,Croatia,Sporting Lokeren,€3.3M,€10K,Right,"Aug 21, 2017",
3221,199940,J. Cuevas,30,Argentina,CD Everton de Viña del Mar,€2.9M,€4K,Left,"Jun 27, 2017",
3222,219652,Rober Ibáñez,25,Spain,Getafe CF,€3.9M,€15K,Right,"Jan 2, 2018",
3223,236548,J. Zmrhal,24,Czech Republic,SK Slavia Praha,€3.9M,€1K,Left,"Jul 1, 2012",
3224,206085,J. Murphy,23,England,Newcastle United,€4.6M,€27K,Right,"Jul 19, 2017",
3225,209669,D. Siovas,29,Greece,CD Leganés,€2.4M,€19K,Left,"Jul 1, 2017",
3226,220165,J. Pohjanpalo,23,Finland,Bayer 04 Leverkusen,€4.2M,€35K,Right,"Jul 1, 2014",
3227,231685,R. Pierre-Gabriel,20,France,AS Monaco,€4.3M,€26K,Right,"Jul 9, 2018",
3228,176901,H. Droguett,35,Chile,CD Universidad de Concepción,€1.4M,€3K,Left,"Jun 27, 2017",
3229,200966,B. Corgnet,31,France,RC Strasbourg Alsace,€2.7M,€14K,Right,"Jul 3, 2017",
3230,203782,A. Benali,26,Libya,Crotone,€3.6M,€4K,Right,"Jul 1, 2018",
3231,204550,V. Ibarbo,28,Colombia,Sagan Tosu,€3.2M,€5K,Right,"Jul 25, 2017",
3232,210438,F. Boulaya,25,Algeria,FC Metz,€3.9M,€7K,Right,"Jul 1, 2018",
3233,222982,A. Blin,21,France,Amiens SC,€4M,€13K,Right,,
3234,210695,H. Aleesami,26,Norway,Palermo,€2.6M,€3K,Left,"Aug 4, 2016",
3235,224263,J. Kenny,21,England,Everton,€3.7M,€35K,Right,"Jul 18, 2014",
3236,241671,D. Livaković,22,Croatia,Dinamo Zagreb,€3.4M,€1K,Right,"Aug 31, 2015",
3237,184071,R. Koolwijk,32,Netherlands,Excelsior,€1.8M,€6K,Left,"Jul 1, 2016",
3238,190471,B. Parker,32,South Africa,Kaizer Chiefs,€2.5M,€1K,Left,"Jul 1, 2011",
3239,207624,K. Omeruo,24,Nigeria,CD Leganés,€3.7M,€45K,Right,,
3240,216072,G. Letizia,28,Italy,Benevento,€2.5M,€4K,Right,"Jul 8, 2017",
3241,209673,D. Dessoleil,25,Belgium,Sporting de Charleroi,€3.3M,€10K,Left,"Jul 1, 2015",
3242,210697,C. Nørgaard,24,Denmark,Fiorentina,€3.7M,€27K,Right,"Jul 19, 2018",
3243,146953,Manu Del Moral,34,Spain,Gimnàstic de Tarragona,€1.6M,€8K,Right,"Jul 15, 2018",
3244,149258,A. Cordaz,35,Italy,Crotone,€725K,€2K,Right,"Jul 9, 2015",
3245,220938,J. Correa,25,Argentina,Clube Sport Marítimo,€3.9M,€8K,Left,"Jan 31, 2018",
3246,222986,M. Morishige,31,Japan,FC Tokyo,€2.1M,€8K,Right,"Jan 1, 2010",
3247,238858,Bruno Tabata,21,Brazil,Portimonense SC,€4.8M,€6K,Left,"Jul 1, 2016",
3248,192778,I. Mboyo,31,Belgium,KV Kortrijk,€2.8M,€12K,Right,"Jul 11, 2018",
3249,197900,P. Kasami,26,Switzerland,FC Sion,€3.7M,€22K,Left,"Aug 31, 2017",
3250,213260,S. Montoya,26,Colombia,Millonarios FC,€3.7M,€4K,Left,"Jan 16, 2018",
3251,222988,T. Aoyama,32,Japan,Sanfrecce Hiroshima,€2.4M,€10K,Right,"Jan 1, 2004",
3252,242444,João Félix,18,Portugal,SL Benfica,€6.5M,€5K,Right,"Sep 29, 2016",
3253,225293,H. Diallo,23,Senegal,FC Metz,€4.6M,€6K,Right,"Jul 1, 2015",
3254,245261,Bruno Lamas,24,Brazil,Santa Clara,€4.2M,€4K,Left,"Jul 1, 2018",
3255,216334,P. Gerkens,23,Belgium,RSC Anderlecht,€4.2M,€13K,Right,"Jul 1, 2017",
3256,217870,G. Di Lorenzo,24,Italy,Empoli,€3.4M,€9K,Right,"Aug 30, 2017",
3257,177934,S. Sam,30,Germany,VfL Bochum 1848,€2.9M,€14K,Left,"Aug 31, 2017",
3258,193550,B. Kayal,30,Israel,Brighton & Hove Albion,€2.9M,€31K,Right,"Jan 29, 2015",
3259,203279,Wellington Nem,26,Brazil,Shakhtar Donetsk,€3.8M,€1K,Left,"Jul 1, 2013",
3260,23823,A. Johansson,36,Sweden,IFK Norrköping,€425K,€4K,Right,"Jan 1, 2012",
3261,233231,Jon Bautista,22,Spain,Real Sociedad,€4.3M,€18K,Right,"Jul 1, 2014",
3262,183567,E. Mulder,29,Netherlands,Swansea City,€2.4M,€16K,Right,"Jun 29, 2017",
3263,203024,Isaías,31,Spain,Adelaide United,€2.1M,€4K,Right,"Jul 8, 2013",
3264,208144,D. Bessa,25,Italy,Genoa,€3.9M,€4K,Right,,
3265,212240,K. Karaman,24,Turkey,Fortuna Düsseldorf,€4.1M,€18K,Right,"Jul 1, 2018",
3266,148496,A. Malarz,38,Poland,Legia Warszawa,€210K,€4K,Right,"Feb 2, 2015",
3267,215056,C. Carbonero,27,Colombia,Deportivo Cali,€3.2M,€3K,Right,"Sep 9, 2018",
3268,215568,Naranjo,23,Spain,CD Tenerife,€4.3M,€7K,Right,"Jul 27, 2018",
3269,163600,J. Ruddy,31,England,Wolverhampton Wanderers,€1.9M,€31K,Right,"Jul 10, 2017",
3270,52752,T. Barnetta,33,Switzerland,FC St. Gallen,€1.9M,€12K,Right,"Jan 16, 2017",
3271,203793,A. Jóhannsson,27,United States,SV Werder Bremen,€3.3M,€21K,Right,"Aug 5, 2015",
3272,237841,M. Murillo,22,Panama,New York Red Bulls,€3.9M,€5K,Right,"Jan 1, 2014",
3273,206098,Patric,25,Spain,Lazio,€3.2M,€26K,Right,"Jul 1, 2015",
3274,234514,O. El Hajjam,27,Morocco,Amiens SC,€2.9M,€13K,Right,"Jul 1, 2014",
3275,52498,M. Lehmann,35,Germany,1. FC Köln,€725K,€10K,Right,"Jul 1, 2012",
3276,210964,F. Ceccherini,26,Italy,Fiorentina,€3.4M,€32K,Right,"Jul 16, 2018",
3277,215060,N. Aguirre,27,Argentina,Granada CF,€3.2M,€8K,Left,"Jul 7, 2018",
3278,223765,R. Bauer,23,Germany,1. FC Nürnberg,€3.4M,€15K,Right,,
3279,230421,Otávinho Vila,34,Brazil,Cruzeiro,€950K,€18K,Right,"Jan 1, 2018",
3280,223510,A. Mendy,24,France,FC Girondins de Bordeaux,€4.2M,€26K,Right,"Jun 26, 2017",
3281,231447,D. Malen,19,Netherlands,PSV,€5M,€6K,Right,"Aug 31, 2017",
3282,187415,V. Granat,31,Russia,,€0,€0,Left,,
3283,226584,P. Aránguiz,21,Chile,FC Dallas,€4.8M,€5K,Right,"Jul 25, 2018",
3284,230424,Sandelas Júnior,26,Brazil,Santos,€2.7M,€12K,Left,"Jan 1, 2018",
3285,191256,O. Hawsawi,34,Saudi Arabia,Al Wehda,€950K,€17K,Right,"Jul 1, 2018",
3286,203801,F. Silva,32,Chile,Independiente,€2.4M,€15K,Right,"Jul 23, 2018",
3287,207641,B. Carrasco,27,Chile,Tiburones Rojos de Veracruz,€3.3M,€7K,Right,"Jul 1, 2018",
3288,215321,J. Schunke,31,Argentina,Estudiantes de La Plata,€2.1M,€11K,Right,"Jul 24, 2012",
3289,175897,S. Ujkani,29,Kosovo,Çaykur Rizespor,€2.1M,€9K,Right,"Jul 23, 2018",
3290,198426,G. Castellani,30,Argentina,Atlético Nacional,€2.9M,€5K,Right,"Jan 25, 2018",
3291,137242,L. Jiménez,34,Chile,CD Palestino,€1.6M,€4K,Right,"Aug 9, 2018",
3292,205594,Dener,26,Brazil,Portimonense SC,€3.7M,€8K,Right,"Feb 2, 2015",
3293,211738,M. Flekken,25,Netherlands,SC Freiburg,€2.8M,€12K,Right,"Jul 1, 2018",
3294,224538,Pedro Nuno,23,Portugal,Moreirense FC,€4.4M,€5K,Right,"Jul 9, 2018",
3295,232730,D. Kamada,21,Japan,Sint-Truidense VV,€4.5M,€19K,Right,,
3296,167706,N. Bendtner,30,Denmark,Rosenborg BK,€3M,€7K,Right,"Mar 6, 2017",
3297,221467,Lee Chang Min,24,Korea Republic,Jeju United FC,€4.1M,€5K,Right,"Jan 1, 2016",
3298,225563,João Pedro,21,Brazil,FC Porto,€4.1M,€6K,Right,"Jul 1, 2018",
3299,226075,M. Bakakis,27,Greece,AEK Athens,€2.9M,€1K,Right,"Jun 1, 2014",
3300,182043,Zeng Cheng,31,China PR,Guangzhou Evergrande Taobao FC,€1.9M,€10K,Right,"Jan 1, 2013",
3301,186139,M. James,26,England,Leicester City,€3.3M,€41K,Right,"May 1, 2012",
3302,186651,G. Vural,30,Turkey,Akhisar Belediyespor,€2.9M,€13K,Left,"Jul 1, 2018",
3303,199964,M. Pérez,27,Colombia,Deportes Tolima,€3.3M,€4K,Right,"Jul 4, 2014",
3304,204060,T. Chery,30,Netherlands,Kayserispor,€2.9M,€12K,Left,,
3305,168732,D. Milićević,32,Bosnia Herzegovina,KAS Eupen,€2.4M,€10K,Right,"Jul 1, 2018",
3306,109852,G. McAuley,38,Northern Ireland,Rangers FC,€425K,€23K,Right,"Sep 3, 2018",
3307,207645,M. Barrow,25,Gambia,Reading,€3.7M,€25K,Left,"Aug 3, 2017",
3308,212253,A. Scholz,25,Denmark,FC Midtjylland,€3.4M,€14K,Right,"Aug 10, 2018",
3309,230429,Timo Triano,34,Brazil,Botafogo,€950K,€15K,Right,"Jan 1, 2018",
3310,191005,A. Elmohamady,30,Egypt,Aston Villa,€2.2M,€14K,Right,"Jul 19, 2017",
3311,203038,Lucas Piazon,24,Brazil,Chelsea,€4.2M,€55K,Right,"Jan 20, 2012",
3312,214302,C. Baeza,24,Chile,Colo-Colo,€4.2M,€6K,Right,"Aug 12, 2012",
3313,237086,Kim Min Jae,21,Korea Republic,Jeonbuk Hyundai Motors,€3.8M,€6K,Right,"Jan 1, 2017",
3314,184606,Fábio Pacheco,30,Portugal,Moreirense FC,€2.3M,€5K,Right,"Jul 1, 2018",
3315,200223,A. Maher,24,Netherlands,AZ Alkmaar,€3.9M,€10K,Right,"Sep 12, 2018",
3316,205343,J. Akpa Akpro,25,Ivory Coast,US Salernitana 1919,€3.8M,€4K,Right,"Feb 14, 2018",
3317,208159,M. Frey,23,Switzerland,Fenerbahçe SK,€4.3M,€38K,Right,"Aug 23, 2018",
3318,219167,S. Vittor,29,Argentina,CD Universidad de Concepción,€2.7M,€14K,Right,,
3319,209440,Romarinho,27,Brazil,Al Ittihad,€3.3M,€28K,Right,"Aug 9, 2018",
3320,237600,B. Srarfi,21,Tunisia,OGC Nice,€4.6M,€18K,Left,"Jan 31, 2017",
3321,239904,D. Khocholava,25,Georgia,Shakhtar Donetsk,€3.3M,€1K,Right,"Jul 1, 2017",
3322,159265,C. Puggioni,37,Italy,Benevento,€210K,€2K,Right,"Jan 31, 2018",
3323,181281,T. Necid,28,Czech Republic,ADO Den Haag,€3.2M,€9K,Right,"Aug 28, 2018",
3324,193569,T. Lees,27,England,Sheffield Wednesday,€2.9M,€19K,Right,"Jul 31, 2014",
3325,214562,L. Castro,29,Colombia,Kaizer Chiefs,€3.1M,€1K,Right,"Jan 1, 2018",
3326,228386,P. Cissé,22,Senegal,Olympiacos CFP,€4.4M,€1K,Right,"Jan 19, 2017",
3327,230434,Pimentiscinho,30,Brazil,Vitória,€2.3M,€10K,Left,"Jan 1, 2018",
3328,192546,E. Stevens,27,Republic of Ireland,Sheffield United,€2.6M,€10K,Left,"Jul 1, 2017",
3329,193314,Aitor,27,Spain,Levante UD,€2.6M,€12K,Right,"Jul 23, 2018",
3330,206115,I. Hayden,23,England,Newcastle United,€3.7M,€25K,Right,"Jul 11, 2016",
3331,228644,R. Strieder,25,Germany,FC Utrecht,€3.3M,€12K,Right,"Jul 10, 2015",
3332,188196,R. Noir,31,Argentina,Atlético Tucumán,€2.7M,€15K,Right,,
3333,201509,Juankar,28,Spain,Málaga CF,€2.5M,€8K,Left,"Jul 19, 2017",
3334,212261,Brandon Thomas,23,Spain,CA Osasuna,€4.4M,€21K,Right,,
3335,232229,J. Bijlow,20,Netherlands,Feyenoord,€3.9M,€5K,Right,"Jul 1, 2015",
3336,220710,H. Wilson,21,Wales,Derby County,€5.5M,€48K,Left,,
3337,226086,A. González,24,Argentina,Godoy Cruz,€4.2M,€11K,Right,"Nov 16, 2014",
3338,211239,C. Jean,22,France,Toulouse Football Club,€4.2M,€17K,Right,"Jul 3, 2017",
3339,232999,T. Adams,19,United States,New York Red Bulls,€4.8M,€3K,Right,"Nov 3, 2015",
3340,201000,O. Zahustel,27,Czech Republic,Sparta Praha,€2.9M,€1K,Right,"Jan 1, 2016",
3341,161832,Casadesús,33,Spain,AD Alcorcón,€2M,€9K,Right,"Jul 9, 2018",
3342,201257,T. Moulin,28,France,MKE Ankaragücü,€2.8M,€15K,Right,"Jan 31, 2018",
3343,204841,D. Riascos,32,Colombia,Dalian YiFang FC,€2.5M,€11K,Right,"Jun 21, 2018",
3344,210985,B. Osborn,23,England,Nottingham Forest,€4.3M,€29K,Left,"May 1, 2012",
3345,230441,Vieiraldo Junior,26,Brazil,Sport Club do Recife,€2.7M,€11K,Left,"Jan 1, 2018",
3346,220714,P. Billing,22,Denmark,Huddersfield Town,€4.7M,€25K,Left,"Oct 9, 2013",
